[2025-10-02 08:08:10] Dispositivo: Pico W_11f0bb, Leitura: 1, Horario: 2025-10-02 08:08:10, Temp: 26.0, Umid: 54.2
[2025-10-02 10:31:20] Dispositivo: Pico W_11f60f, Leitura: 139, Horario: 2025-10-02 10:31:21, Temp: 23.4, Umid: 63.3
[2025-10-02 10:31:42] Dispositivo: Pico W_11f60f, Leitura: 140, Horario: 2025-10-02 10:31:43, Temp: 23.5, Umid: 63.5
[2025-10-02 10:32:05] Dispositivo: Pico W_11f60f, Leitura: 141, Horario: 2025-10-02 10:32:05, Temp: 23.5, Umid: 63.4
[2025-10-02 10:32:27] Dispositivo: Pico W_11f60f, Leitura: 142, Horario: 2025-10-02 10:32:27, Temp: 23.5, Umid: 63.2
[2025-10-02 10:32:49] Dispositivo: Pico W_11f60f, Leitura: 143, Horario: 2025-10-02 10:32:50, Temp: 23.5, Umid: 63.3
[2025-10-02 10:33:12] Dispositivo: Pico W_11f60f, Leitura: 144, Horario: 2025-10-02 10:33:12, Temp: 23.5, Umid: 62.8
[2025-10-02 10:33:34] Dispositivo: Pico W_11f60f, Leitura: 145, Horario: 2025-10-02 10:33:34, Temp: 23.5, Umid: 62.8
[2025-10-02 10:33:56] Dispositivo: Pico W_11f60f, Leitura: 146, Horario: 2025-10-02 10:33:57, Temp: 23.5, Umid: 62.8
[2025-10-02 10:34:01] Dispositivo: Pico W_11f0bb, Leitura: 49, Horario: 2025-10-02 10:34:01, Temp: 25.8, Umid: 54.9
[2025-10-02 10:34:19] Dispositivo: Pico W_11f60f, Leitura: 147, Horario: 2025-10-02 10:34:19, Temp: 23.5, Umid: 63.1
[2025-10-02 10:34:41] Dispositivo: Pico W_11f60f, Leitura: 148, Horario: 2025-10-02 10:34:41, Temp: 23.5, Umid: 63.6
[2025-10-02 10:35:03] Dispositivo: Pico W_11f60f, Leitura: 149, Horario: 2025-10-02 10:35:04, Temp: 23.5, Umid: 63.2
[2025-10-02 10:35:26] Dispositivo: Pico W_11f60f, Leitura: 150, Horario: 2025-10-02 10:35:26, Temp: 23.5, Umid: 63.0
[2025-10-02 10:35:48] Dispositivo: Pico W_11f60f, Leitura: 151, Horario: 2025-10-02 10:35:48, Temp: 23.5, Umid: 62.8
[2025-10-02 10:36:10] Dispositivo: Pico W_11f60f, Leitura: 152, Horario: 2025-10-02 10:36:11, Temp: 23.5, Umid: 63.1
[2025-10-02 10:36:32] Dispositivo: Pico W_11f60f, Leitura: 153, Horario: 2025-10-02 10:36:33, Temp: 23.5, Umid: 63.2
[2025-10-02 10:36:55] Dispositivo: Pico W_11f60f, Leitura: 154, Horario: 2025-10-02 10:36:55, Temp: 23.5, Umid: 63.3
[2025-10-02 10:37:03] Dispositivo: Pico W_11f0bb, Leitura: 50, Horario: 2025-10-02 10:37:03, Temp: 25.8, Umid: 55.1
[2025-10-02 10:37:17] Dispositivo: Pico W_11f60f, Leitura: 155, Horario: 2025-10-02 10:37:17, Temp: 23.5, Umid: 63.3
[2025-10-02 10:37:39] Dispositivo: Pico W_11f60f, Leitura: 156, Horario: 2025-10-02 10:37:40, Temp: 23.5, Umid: 63.1
[2025-10-02 10:38:02] Dispositivo: Pico W_11f60f, Leitura: 157, Horario: 2025-10-02 10:38:02, Temp: 23.5, Umid: 63.0
[2025-10-02 10:38:24] Dispositivo: Pico W_11f60f, Leitura: 158, Horario: 2025-10-02 10:38:24, Temp: 23.6, Umid: 63.0
[2025-10-02 10:38:46] Dispositivo: Pico W_11f60f, Leitura: 159, Horario: 2025-10-02 10:38:47, Temp: 23.5, Umid: 62.8
[2025-10-02 10:39:09] Dispositivo: Pico W_11f60f, Leitura: 160, Horario: 2025-10-02 10:39:09, Temp: 23.5, Umid: 62.7
[2025-10-02 10:39:31] Dispositivo: Pico W_11f60f, Leitura: 161, Horario: 2025-10-02 10:39:31, Temp: 23.5, Umid: 62.8
[2025-10-02 10:39:53] Dispositivo: Pico W_11f60f, Leitura: 162, Horario: 2025-10-02 10:39:54, Temp: 23.5, Umid: 63.0
[2025-10-02 10:40:05] Dispositivo: Pico W_11f0bb, Leitura: 51, Horario: 2025-10-02 10:40:05, Temp: 25.8, Umid: 55.1
[2025-10-02 10:40:15] Dispositivo: Pico W_11f60f, Leitura: 163, Horario: 2025-10-02 10:40:16, Temp: 23.6, Umid: 62.9
[2025-10-02 10:40:38] Dispositivo: Pico W_11f60f, Leitura: 164, Horario: 2025-10-02 10:40:38, Temp: 23.6, Umid: 62.9
[2025-10-02 10:41:00] Dispositivo: Pico W_11f60f, Leitura: 165, Horario: 2025-10-02 10:41:01, Temp: 23.5, Umid: 62.7
[2025-10-02 10:41:22] Dispositivo: Pico W_11f60f, Leitura: 166, Horario: 2025-10-02 10:41:23, Temp: 23.5, Umid: 62.6
[2025-10-02 10:41:45] Dispositivo: Pico W_11f60f, Leitura: 167, Horario: 2025-10-02 10:41:45, Temp: 23.5, Umid: 62.6
[2025-10-02 10:42:07] Dispositivo: Pico W_11f60f, Leitura: 168, Horario: 2025-10-02 10:42:08, Temp: 23.5, Umid: 62.6
[2025-10-02 10:42:29] Dispositivo: Pico W_11f60f, Leitura: 169, Horario: 2025-10-02 10:42:30, Temp: 23.5, Umid: 63.1
[2025-10-02 10:42:52] Dispositivo: Pico W_11f60f, Leitura: 170, Horario: 2025-10-02 10:42:52, Temp: 23.5, Umid: 63.5
[2025-10-02 10:43:08] Dispositivo: Pico W_11f0bb, Leitura: 52, Horario: 2025-10-02 10:43:08, Temp: 25.8, Umid: 54.8
[2025-10-02 10:43:14] Dispositivo: Pico W_11f60f, Leitura: 171, Horario: 2025-10-02 10:43:14, Temp: 23.5, Umid: 63.6
[2025-10-02 10:43:36] Dispositivo: Pico W_11f60f, Leitura: 172, Horario: 2025-10-02 10:43:37, Temp: 23.5, Umid: 63.5
[2025-10-02 10:43:59] Dispositivo: Pico W_11f60f, Leitura: 173, Horario: 2025-10-02 10:43:59, Temp: 23.6, Umid: 63.6
[2025-10-02 10:44:21] Dispositivo: Pico W_11f60f, Leitura: 174, Horario: 2025-10-02 10:44:21, Temp: 23.6, Umid: 63.5
[2025-10-02 10:44:43] Dispositivo: Pico W_11f60f, Leitura: 175, Horario: 2025-10-02 10:44:44, Temp: 23.6, Umid: 63.4
[2025-10-02 10:45:06] Dispositivo: Pico W_11f60f, Leitura: 176, Horario: 2025-10-02 10:45:06, Temp: 23.6, Umid: 63.4
[2025-10-02 10:45:28] Dispositivo: Pico W_11f60f, Leitura: 177, Horario: 2025-10-02 10:45:28, Temp: 23.7, Umid: 63.3
[2025-10-02 10:45:50] Dispositivo: Pico W_11f60f, Leitura: 178, Horario: 2025-10-02 10:45:51, Temp: 23.7, Umid: 63.2
[2025-10-02 10:46:10] Dispositivo: Pico W_11f0bb, Leitura: 53, Horario: 2025-10-02 10:46:10, Temp: 25.8, Umid: 55.0
[2025-10-02 10:46:12] Dispositivo: Pico W_11f60f, Leitura: 179, Horario: 2025-10-02 10:46:13, Temp: 23.7, Umid: 63.0
[2025-10-02 10:46:35] Dispositivo: Pico W_11f60f, Leitura: 180, Horario: 2025-10-02 10:46:35, Temp: 23.7, Umid: 62.8
[2025-10-02 10:46:57] Dispositivo: Pico W_11f60f, Leitura: 181, Horario: 2025-10-02 10:46:58, Temp: 23.8, Umid: 62.8
[2025-10-02 10:47:19] Dispositivo: Pico W_11f60f, Leitura: 182, Horario: 2025-10-02 10:47:20, Temp: 23.8, Umid: 63.1
[2025-10-02 10:47:42] Dispositivo: Pico W_11f60f, Leitura: 183, Horario: 2025-10-02 10:47:42, Temp: 23.8, Umid: 62.9
[2025-10-02 10:48:04] Dispositivo: Pico W_11f60f, Leitura: 184, Horario: 2025-10-02 10:48:04, Temp: 23.8, Umid: 62.8
[2025-10-02 10:48:26] Dispositivo: Pico W_11f60f, Leitura: 185, Horario: 2025-10-02 10:48:27, Temp: 23.8, Umid: 62.3
[2025-10-02 10:48:49] Dispositivo: Pico W_11f60f, Leitura: 186, Horario: 2025-10-02 10:48:49, Temp: 23.7, Umid: 62.3
[2025-10-02 10:49:11] Dispositivo: Pico W_11f60f, Leitura: 187, Horario: 2025-10-02 10:49:11, Temp: 23.7, Umid: 62.2
[2025-10-02 10:49:12] Dispositivo: Pico W_11f0bb, Leitura: 54, Horario: 2025-10-02 10:49:12, Temp: 25.8, Umid: 54.9
[2025-10-02 10:49:33] Dispositivo: Pico W_11f60f, Leitura: 188, Horario: 2025-10-02 10:49:34, Temp: 23.7, Umid: 62.0
[2025-10-02 10:49:56] Dispositivo: Pico W_11f60f, Leitura: 189, Horario: 2025-10-02 10:49:56, Temp: 23.7, Umid: 61.9
[2025-10-02 10:50:18] Dispositivo: Pico W_11f60f, Leitura: 190, Horario: 2025-10-02 10:50:18, Temp: 23.6, Umid: 62.1
[2025-10-02 10:50:40] Dispositivo: Pico W_11f60f, Leitura: 191, Horario: 2025-10-02 10:50:41, Temp: 23.6, Umid: 61.9
[2025-10-02 10:51:02] Dispositivo: Pico W_11f60f, Leitura: 192, Horario: 2025-10-02 10:51:03, Temp: 23.6, Umid: 62.1
[2025-10-02 10:51:25] Dispositivo: Pico W_11f60f, Leitura: 193, Horario: 2025-10-02 10:51:25, Temp: 23.6, Umid: 62.4
[2025-10-02 10:51:47] Dispositivo: Pico W_11f60f, Leitura: 194, Horario: 2025-10-02 10:51:48, Temp: 23.6, Umid: 62.7
[2025-10-02 10:52:09] Dispositivo: Pico W_11f60f, Leitura: 195, Horario: 2025-10-02 10:52:10, Temp: 23.6, Umid: 62.9
[2025-10-02 10:52:14] Dispositivo: Pico W_11f0bb, Leitura: 55, Horario: 2025-10-02 10:52:15, Temp: 25.8, Umid: 54.9
[2025-10-02 10:52:32] Dispositivo: Pico W_11f60f, Leitura: 196, Horario: 2025-10-02 10:52:32, Temp: 23.6, Umid: 62.7
[2025-10-02 10:52:54] Dispositivo: Pico W_11f60f, Leitura: 197, Horario: 2025-10-02 10:52:54, Temp: 23.6, Umid: 62.7
[2025-10-02 10:53:16] Dispositivo: Pico W_11f60f, Leitura: 198, Horario: 2025-10-02 10:53:17, Temp: 23.6, Umid: 62.8
[2025-10-02 10:53:39] Dispositivo: Pico W_11f60f, Leitura: 199, Horario: 2025-10-02 10:53:39, Temp: 23.6, Umid: 63.1
[2025-10-02 10:54:01] Dispositivo: Pico W_11f60f, Leitura: 200, Horario: 2025-10-02 10:54:01, Temp: 23.6, Umid: 63.1
[2025-10-02 10:54:23] Dispositivo: Pico W_11f60f, Leitura: 201, Horario: 2025-10-02 10:54:24, Temp: 23.6, Umid: 62.8
[2025-10-02 10:54:46] Dispositivo: Pico W_11f60f, Leitura: 202, Horario: 2025-10-02 10:54:46, Temp: 23.7, Umid: 62.6
[2025-10-02 10:55:08] Dispositivo: Pico W_11f60f, Leitura: 203, Horario: 2025-10-02 10:55:08, Temp: 23.7, Umid: 62.7
[2025-10-02 10:55:17] Dispositivo: Pico W_11f0bb, Leitura: 56, Horario: 2025-10-02 10:55:17, Temp: 25.9, Umid: 55.0
[2025-10-02 10:55:30] Dispositivo: Pico W_11f60f, Leitura: 204, Horario: 2025-10-02 10:55:31, Temp: 23.7, Umid: 62.7
[2025-10-02 10:55:52] Dispositivo: Pico W_11f60f, Leitura: 205, Horario: 2025-10-02 10:55:53, Temp: 23.8, Umid: 63.0
[2025-10-02 10:56:15] Dispositivo: Pico W_11f60f, Leitura: 206, Horario: 2025-10-02 10:56:15, Temp: 23.8, Umid: 62.9
[2025-10-02 10:56:37] Dispositivo: Pico W_11f60f, Leitura: 207, Horario: 2025-10-02 10:56:38, Temp: 23.8, Umid: 62.6
[2025-10-02 10:56:59] Dispositivo: Pico W_11f60f, Leitura: 208, Horario: 2025-10-02 10:57:00, Temp: 23.9, Umid: 62.7
[2025-10-02 10:57:22] Dispositivo: Pico W_11f60f, Leitura: 209, Horario: 2025-10-02 10:57:22, Temp: 23.9, Umid: 62.3
[2025-10-02 10:57:44] Dispositivo: Pico W_11f60f, Leitura: 210, Horario: 2025-10-02 10:57:44, Temp: 23.9, Umid: 62.1
[2025-10-02 10:58:06] Dispositivo: Pico W_11f60f, Leitura: 211, Horario: 2025-10-02 10:58:07, Temp: 23.9, Umid: 62.0
[2025-10-02 10:58:19] Dispositivo: Pico W_11f0bb, Leitura: 57, Horario: 2025-10-02 10:58:19, Temp: 25.9, Umid: 54.9
[2025-10-02 10:58:29] Dispositivo: Pico W_11f60f, Leitura: 212, Horario: 2025-10-02 10:58:29, Temp: 23.9, Umid: 62.2
[2025-10-02 10:58:51] Dispositivo: Pico W_11f60f, Leitura: 213, Horario: 2025-10-02 10:58:51, Temp: 23.8, Umid: 62.3
[2025-10-02 10:59:13] Dispositivo: Pico W_11f60f, Leitura: 214, Horario: 2025-10-02 10:59:14, Temp: 23.8, Umid: 62.2
[2025-10-02 10:59:36] Dispositivo: Pico W_11f60f, Leitura: 215, Horario: 2025-10-02 10:59:36, Temp: 23.8, Umid: 62.3
[2025-10-02 10:59:58] Dispositivo: Pico W_11f60f, Leitura: 216, Horario: 2025-10-02 10:59:58, Temp: 23.8, Umid: 62.3
[2025-10-02 11:00:20] Dispositivo: Pico W_11f60f, Leitura: 217, Horario: 2025-10-02 11:00:21, Temp: 23.8, Umid: 62.3
[2025-10-02 11:00:42] Dispositivo: Pico W_11f60f, Leitura: 218, Horario: 2025-10-02 11:00:43, Temp: 23.8, Umid: 62.2
[2025-10-02 11:01:05] Dispositivo: Pico W_11f60f, Leitura: 219, Horario: 2025-10-02 11:01:05, Temp: 23.8, Umid: 62.2
[2025-10-02 11:01:21] Dispositivo: Pico W_11f0bb, Leitura: 58, Horario: 2025-10-02 11:01:22, Temp: 25.9, Umid: 54.9
[2025-10-02 11:01:27] Dispositivo: Pico W_11f60f, Leitura: 220, Horario: 2025-10-02 11:01:28, Temp: 23.8, Umid: 62.2
[2025-10-02 11:01:49] Dispositivo: Pico W_11f60f, Leitura: 221, Horario: 2025-10-02 11:01:50, Temp: 23.7, Umid: 62.0
[2025-10-02 11:02:12] Dispositivo: Pico W_11f60f, Leitura: 222, Horario: 2025-10-02 11:02:12, Temp: 23.7, Umid: 62.2
[2025-10-02 11:02:34] Dispositivo: Pico W_11f60f, Leitura: 223, Horario: 2025-10-02 11:02:34, Temp: 23.7, Umid: 62.4
[2025-10-02 11:02:56] Dispositivo: Pico W_11f60f, Leitura: 224, Horario: 2025-10-02 11:02:57, Temp: 23.7, Umid: 62.4
[2025-10-02 11:03:19] Dispositivo: Pico W_11f60f, Leitura: 225, Horario: 2025-10-02 11:03:19, Temp: 23.7, Umid: 62.7
[2025-10-02 11:03:41] Dispositivo: Pico W_11f60f, Leitura: 226, Horario: 2025-10-02 11:03:41, Temp: 23.7, Umid: 62.7
[2025-10-02 11:04:03] Dispositivo: Pico W_11f60f, Leitura: 227, Horario: 2025-10-02 11:04:04, Temp: 23.7, Umid: 62.6
[2025-10-02 11:04:24] Dispositivo: Pico W_11f0bb, Leitura: 59, Horario: 2025-10-02 11:04:24, Temp: 25.9, Umid: 54.7
[2025-10-02 11:04:26] Dispositivo: Pico W_11f60f, Leitura: 228, Horario: 2025-10-02 11:04:26, Temp: 23.7, Umid: 62.9
[2025-10-02 11:04:48] Dispositivo: Pico W_11f60f, Leitura: 229, Horario: 2025-10-02 11:04:48, Temp: 23.7, Umid: 62.9
[2025-10-02 11:05:10] Dispositivo: Pico W_11f60f, Leitura: 230, Horario: 2025-10-02 11:05:11, Temp: 23.7, Umid: 62.9
[2025-10-02 11:05:32] Dispositivo: Pico W_11f60f, Leitura: 231, Horario: 2025-10-02 11:05:33, Temp: 23.7, Umid: 62.6
[2025-10-02 11:05:55] Dispositivo: Pico W_11f60f, Leitura: 232, Horario: 2025-10-02 11:05:55, Temp: 23.7, Umid: 62.5
[2025-10-02 11:06:17] Dispositivo: Pico W_11f60f, Leitura: 233, Horario: 2025-10-02 11:06:18, Temp: 23.7, Umid: 62.7
[2025-10-02 11:06:39] Dispositivo: Pico W_11f60f, Leitura: 234, Horario: 2025-10-02 11:06:40, Temp: 23.8, Umid: 62.9
[2025-10-02 11:07:02] Dispositivo: Pico W_11f60f, Leitura: 235, Horario: 2025-10-02 11:07:02, Temp: 23.8, Umid: 63.1
[2025-10-02 11:07:24] Dispositivo: Pico W_11f60f, Leitura: 236, Horario: 2025-10-02 11:07:25, Temp: 23.8, Umid: 62.9
[2025-10-02 11:07:26] Dispositivo: Pico W_11f0bb, Leitura: 60, Horario: 2025-10-02 11:07:26, Temp: 26.0, Umid: 54.8
[2025-10-02 11:07:46] Dispositivo: Pico W_11f60f, Leitura: 237, Horario: 2025-10-02 11:07:47, Temp: 23.8, Umid: 62.8
[2025-10-02 11:08:09] Dispositivo: Pico W_11f60f, Leitura: 238, Horario: 2025-10-02 11:08:09, Temp: 23.8, Umid: 62.2
[2025-10-02 11:08:31] Dispositivo: Pico W_11f60f, Leitura: 239, Horario: 2025-10-02 11:08:31, Temp: 23.8, Umid: 62.0
[2025-10-02 11:08:53] Dispositivo: Pico W_11f60f, Leitura: 240, Horario: 2025-10-02 11:08:54, Temp: 23.8, Umid: 62.2
[2025-10-02 11:09:16] Dispositivo: Pico W_11f60f, Leitura: 241, Horario: 2025-10-02 11:09:16, Temp: 23.8, Umid: 62.1
[2025-10-02 11:09:38] Dispositivo: Pico W_11f60f, Leitura: 242, Horario: 2025-10-02 11:09:38, Temp: 23.8, Umid: 62.1
[2025-10-02 11:10:00] Dispositivo: Pico W_11f60f, Leitura: 243, Horario: 2025-10-02 11:10:01, Temp: 23.8, Umid: 62.6
[2025-10-02 11:10:23] Dispositivo: Pico W_11f60f, Leitura: 244, Horario: 2025-10-02 11:10:23, Temp: 23.8, Umid: 62.7
[2025-10-02 11:10:28] Dispositivo: Pico W_11f0bb, Leitura: 61, Horario: 2025-10-02 11:10:29, Temp: 25.9, Umid: 55.0
[2025-10-02 11:10:45] Dispositivo: Pico W_11f60f, Leitura: 245, Horario: 2025-10-02 11:10:45, Temp: 23.8, Umid: 62.8
[2025-10-02 11:11:07] Dispositivo: Pico W_11f60f, Leitura: 246, Horario: 2025-10-02 11:11:08, Temp: 23.8, Umid: 63.0
[2025-10-02 11:11:29] Dispositivo: Pico W_11f60f, Leitura: 247, Horario: 2025-10-02 11:11:30, Temp: 23.9, Umid: 63.1
[2025-10-02 11:11:52] Dispositivo: Pico W_11f60f, Leitura: 248, Horario: 2025-10-02 11:11:52, Temp: 23.9, Umid: 62.5
[2025-10-02 11:12:14] Dispositivo: Pico W_11f60f, Leitura: 249, Horario: 2025-10-02 11:12:15, Temp: 23.8, Umid: 61.9
[2025-10-02 11:12:36] Dispositivo: Pico W_11f60f, Leitura: 250, Horario: 2025-10-02 11:12:37, Temp: 23.8, Umid: 61.9
[2025-10-02 11:12:59] Dispositivo: Pico W_11f60f, Leitura: 251, Horario: 2025-10-02 11:12:59, Temp: 23.8, Umid: 61.9
[2025-10-02 11:13:21] Dispositivo: Pico W_11f60f, Leitura: 252, Horario: 2025-10-02 11:13:21, Temp: 23.8, Umid: 62.2
[2025-10-02 11:13:31] Dispositivo: Pico W_11f0bb, Leitura: 62, Horario: 2025-10-02 11:13:31, Temp: 25.9, Umid: 54.9
[2025-10-02 11:13:43] Dispositivo: Pico W_11f60f, Leitura: 253, Horario: 2025-10-02 11:13:44, Temp: 23.8, Umid: 62.3
[2025-10-02 11:14:06] Dispositivo: Pico W_11f60f, Leitura: 254, Horario: 2025-10-02 11:14:06, Temp: 23.8, Umid: 62.2
[2025-10-02 11:14:28] Dispositivo: Pico W_11f60f, Leitura: 255, Horario: 2025-10-02 11:14:28, Temp: 23.8, Umid: 62.4
[2025-10-02 11:14:50] Dispositivo: Pico W_11f60f, Leitura: 256, Horario: 2025-10-02 11:14:51, Temp: 23.8, Umid: 62.6
[2025-10-02 11:15:13] Dispositivo: Pico W_11f60f, Leitura: 257, Horario: 2025-10-02 11:15:13, Temp: 23.8, Umid: 62.6
[2025-10-02 11:15:35] Dispositivo: Pico W_11f60f, Leitura: 258, Horario: 2025-10-02 11:15:35, Temp: 23.8, Umid: 62.4
[2025-10-02 11:15:57] Dispositivo: Pico W_11f60f, Leitura: 259, Horario: 2025-10-02 11:15:58, Temp: 23.8, Umid: 62.2
[2025-10-02 11:16:19] Dispositivo: Pico W_11f60f, Leitura: 260, Horario: 2025-10-02 11:16:20, Temp: 23.8, Umid: 62.5
[2025-10-02 11:16:33] Dispositivo: Pico W_11f0bb, Leitura: 63, Horario: 2025-10-02 11:16:33, Temp: 26.0, Umid: 54.9
[2025-10-02 11:16:42] Dispositivo: Pico W_11f60f, Leitura: 261, Horario: 2025-10-02 11:16:42, Temp: 23.8, Umid: 62.4
[2025-10-02 11:17:04] Dispositivo: Pico W_11f60f, Leitura: 262, Horario: 2025-10-02 11:17:05, Temp: 23.8, Umid: 62.4
[2025-10-02 11:17:26] Dispositivo: Pico W_11f60f, Leitura: 263, Horario: 2025-10-02 11:17:27, Temp: 23.8, Umid: 62.1
[2025-10-02 11:17:49] Dispositivo: Pico W_11f60f, Leitura: 264, Horario: 2025-10-02 11:17:49, Temp: 23.8, Umid: 61.9
[2025-10-02 11:18:11] Dispositivo: Pico W_11f60f, Leitura: 265, Horario: 2025-10-02 11:18:11, Temp: 23.8, Umid: 61.9
[2025-10-02 11:18:33] Dispositivo: Pico W_11f60f, Leitura: 266, Horario: 2025-10-02 11:18:34, Temp: 23.8, Umid: 62.2
[2025-10-02 11:18:56] Dispositivo: Pico W_11f60f, Leitura: 267, Horario: 2025-10-02 11:18:56, Temp: 23.8, Umid: 62.2
[2025-10-02 11:19:18] Dispositivo: Pico W_11f60f, Leitura: 268, Horario: 2025-10-02 11:19:18, Temp: 23.8, Umid: 62.4
[2025-10-02 11:19:35] Dispositivo: Pico W_11f0bb, Leitura: 64, Horario: 2025-10-02 11:19:35, Temp: 26.0, Umid: 54.8
[2025-10-02 11:19:40] Dispositivo: Pico W_11f60f, Leitura: 269, Horario: 2025-10-02 11:19:41, Temp: 23.8, Umid: 62.2
[2025-10-02 11:20:03] Dispositivo: Pico W_11f60f, Leitura: 270, Horario: 2025-10-02 11:20:03, Temp: 23.7, Umid: 62.2
[2025-10-02 11:20:25] Dispositivo: Pico W_11f60f, Leitura: 271, Horario: 2025-10-02 11:20:25, Temp: 23.7, Umid: 62.4
[2025-10-02 11:20:47] Dispositivo: Pico W_11f60f, Leitura: 272, Horario: 2025-10-02 11:20:48, Temp: 23.7, Umid: 62.5
[2025-10-02 11:21:09] Dispositivo: Pico W_11f60f, Leitura: 273, Horario: 2025-10-02 11:21:10, Temp: 23.7, Umid: 62.6
[2025-10-02 11:21:32] Dispositivo: Pico W_11f60f, Leitura: 274, Horario: 2025-10-02 11:21:32, Temp: 23.7, Umid: 62.7
[2025-10-02 11:21:54] Dispositivo: Pico W_11f60f, Leitura: 275, Horario: 2025-10-02 11:21:55, Temp: 23.7, Umid: 62.7
[2025-10-02 11:22:16] Dispositivo: Pico W_11f60f, Leitura: 276, Horario: 2025-10-02 11:22:17, Temp: 23.7, Umid: 62.6
[2025-10-02 11:22:38] Dispositivo: Pico W_11f0bb, Leitura: 65, Horario: 2025-10-02 11:22:38, Temp: 26.0, Umid: 54.7
[2025-10-02 11:22:39] Dispositivo: Pico W_11f60f, Leitura: 277, Horario: 2025-10-02 11:22:39, Temp: 23.7, Umid: 62.4
[2025-10-02 11:23:01] Dispositivo: Pico W_11f60f, Leitura: 278, Horario: 2025-10-02 11:23:01, Temp: 23.8, Umid: 62.5
[2025-10-02 11:23:23] Dispositivo: Pico W_11f60f, Leitura: 279, Horario: 2025-10-02 11:23:24, Temp: 23.8, Umid: 62.4
[2025-10-02 11:23:46] Dispositivo: Pico W_11f60f, Leitura: 280, Horario: 2025-10-02 11:23:46, Temp: 23.8, Umid: 62.3
[2025-10-02 11:24:08] Dispositivo: Pico W_11f60f, Leitura: 281, Horario: 2025-10-02 11:24:08, Temp: 23.8, Umid: 62.2
[2025-10-02 11:24:30] Dispositivo: Pico W_11f60f, Leitura: 282, Horario: 2025-10-02 11:24:31, Temp: 23.9, Umid: 62.3
[2025-10-02 11:24:53] Dispositivo: Pico W_11f60f, Leitura: 283, Horario: 2025-10-02 11:24:53, Temp: 23.9, Umid: 62.2
[2025-10-02 11:25:15] Dispositivo: Pico W_11f60f, Leitura: 284, Horario: 2025-10-02 11:25:15, Temp: 23.9, Umid: 62.2
[2025-10-02 11:25:37] Dispositivo: Pico W_11f60f, Leitura: 285, Horario: 2025-10-02 11:25:38, Temp: 23.9, Umid: 62.1
[2025-10-02 11:25:40] Dispositivo: Pico W_11f0bb, Leitura: 66, Horario: 2025-10-02 11:25:40, Temp: 26.1, Umid: 54.6
[2025-10-02 11:25:59] Dispositivo: Pico W_11f60f, Leitura: 286, Horario: 2025-10-02 11:26:00, Temp: 23.9, Umid: 62.0
[2025-10-02 11:26:22] Dispositivo: Pico W_11f60f, Leitura: 287, Horario: 2025-10-02 11:26:22, Temp: 23.9, Umid: 61.9
[2025-10-02 11:26:44] Dispositivo: Pico W_11f60f, Leitura: 288, Horario: 2025-10-02 11:26:45, Temp: 23.9, Umid: 62.4
[2025-10-02 11:27:06] Dispositivo: Pico W_11f60f, Leitura: 289, Horario: 2025-10-02 11:27:07, Temp: 24.0, Umid: 62.7
[2025-10-02 11:27:29] Dispositivo: Pico W_11f60f, Leitura: 290, Horario: 2025-10-02 11:27:29, Temp: 24.0, Umid: 62.1
[2025-10-02 11:27:51] Dispositivo: Pico W_11f60f, Leitura: 291, Horario: 2025-10-02 11:27:51, Temp: 24.0, Umid: 62.0
[2025-10-02 11:28:13] Dispositivo: Pico W_11f60f, Leitura: 292, Horario: 2025-10-02 11:28:14, Temp: 24.0, Umid: 62.1
[2025-10-02 11:28:36] Dispositivo: Pico W_11f60f, Leitura: 293, Horario: 2025-10-02 11:28:36, Temp: 24.0, Umid: 62.3
[2025-10-02 11:28:42] Dispositivo: Pico W_11f0bb, Leitura: 67, Horario: 2025-10-02 11:28:42, Temp: 26.1, Umid: 54.5
[2025-10-02 11:28:58] Dispositivo: Pico W_11f60f, Leitura: 294, Horario: 2025-10-02 11:28:58, Temp: 24.0, Umid: 62.2
[2025-10-02 11:29:20] Dispositivo: Pico W_11f60f, Leitura: 295, Horario: 2025-10-02 11:29:21, Temp: 24.1, Umid: 61.9
[2025-10-02 11:29:43] Dispositivo: Pico W_11f60f, Leitura: 296, Horario: 2025-10-02 11:29:43, Temp: 24.0, Umid: 61.6
[2025-10-02 11:30:05] Dispositivo: Pico W_11f60f, Leitura: 297, Horario: 2025-10-02 11:30:05, Temp: 24.0, Umid: 61.5
[2025-10-02 11:30:27] Dispositivo: Pico W_11f60f, Leitura: 298, Horario: 2025-10-02 11:30:28, Temp: 24.0, Umid: 61.8
[2025-10-02 11:30:49] Dispositivo: Pico W_11f60f, Leitura: 299, Horario: 2025-10-02 11:30:50, Temp: 24.0, Umid: 61.8
[2025-10-02 11:31:12] Dispositivo: Pico W_11f60f, Leitura: 300, Horario: 2025-10-02 11:31:12, Temp: 24.1, Umid: 61.7
[2025-10-02 11:31:34] Dispositivo: Pico W_11f60f, Leitura: 301, Horario: 2025-10-02 11:31:35, Temp: 24.1, Umid: 61.5
[2025-10-02 11:31:45] Dispositivo: Pico W_11f0bb, Leitura: 68, Horario: 2025-10-02 11:31:45, Temp: 25.9, Umid: 54.9
[2025-10-02 11:31:56] Dispositivo: Pico W_11f60f, Leitura: 302, Horario: 2025-10-02 11:31:57, Temp: 24.0, Umid: 61.4
[2025-10-02 11:32:19] Dispositivo: Pico W_11f60f, Leitura: 303, Horario: 2025-10-02 11:32:19, Temp: 24.0, Umid: 61.6
